name,stage,calls,cpu_time_total_us,cuda_time_total_us,self_cpu_time_total_us,self_cuda_time_total_us,run_name
DivBackward0,,48,1254.1929999999702,20476.68900000006,168.45899999999529,0.0,small_ctx1024_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(int, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",,24,0,889.8240000000042,0,889.8240000000042,small_ctx1024_train_step_fp32
autograd::engine::evaluate_function: WhereBackward0,,24,890.9180000000197,3556.6079999999456,92.83600000003571,0.0,small_ctx1024_train_step_fp32
WhereBackward0,,24,798.081999999984,3556.6079999999456,42.53199999997014,0.0,small_ctx1024_train_step_fp32
autograd::engine::evaluate_function: CatBackward0,,48,648.3609999999717,0,132.29800000003888,0,small_ctx1024_train_step_fp32
CatBackward0,,48,516.0629999999328,0,151.98699999999735,0,small_ctx1024_train_step_fp32
aten::narrow,,96,364.07599999993545,0,124.67199999987861,0,small_ctx1024_train_step_fp32
aten::slice,,96,239.40400000005684,0,199.01000000011481,0,small_ctx1024_train_step_fp32
autograd::engine::evaluate_function: UnbindBackward0,,48,790.9509999999864,601.0559999999714,138.29599999991842,0.0,small_ctx1024_train_step_fp32
UnbindBackward0,,48,652.655000000068,601.0559999999714,68.29000000003725,0.0,small_ctx1024_train_step_fp32
aten::stack,,48,584.3650000000307,601.0559999999714,135.6330000000562,0.0,small_ctx1024_train_step_fp32
void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_16x5_nt_align4>(cutlass_80_tensorop_s1688gemm_128x128_16x5_nt_align4::Params),,96,0,3125.449000000095,0,3125.449000000095,small_ctx1024_train_step_fp32
"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",,96,0,625.8839999999982,0,625.8839999999982,small_ctx1024_train_step_fp32
void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x3_nt_align4>(cutlass_80_tensorop_s1688gemm_64x128_32x3_nt_align4::Params),,24,0,1501.6359999999586,0,1501.6359999999586,small_ctx1024_train_step_fp32
void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_32x6_nt_align4>(cutlass_80_tensorop_s1688gemm_128x64_32x6_nt_align4::Params),,24,0,1610.1479999999247,0,1610.1479999999247,small_ctx1024_train_step_fp32
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",,48,0,342.2669999998543,0,342.2669999998543,small_ctx1024_train_step_fp32
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_vectorized<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 1, 128, 1, 16, 4>(char*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",,24,0,161.56699999997,0,161.56699999997,small_ctx1024_train_step_fp32
autograd::engine::evaluate_function: IndexBackward0,,2,302.28100000001723,93.120000000039,8.93699999999808,0.0,small_ctx1024_train_step_fp32
IndexBackward0,,2,293.34400000001915,93.120000000039,20.889000000010128,0.0,small_ctx1024_train_step_fp32
aten::_index_put_impl_,,2,243.8240000000078,76.99200000005658,58.06900000006135,62.880000000077416,small_ctx1024_train_step_fp32
aten::remainder,,2,26.86300000000483,4.575999999986379,18.625000000021828,4.575999999986379,small_ctx1024_train_step_fp32
aten::divide_,,2,23.1420000000071,4.3840000000054715,2.5869999999849824,0.0,small_ctx1024_train_step_fp32
aten::div_,,2,20.55500000002212,4.3840000000054715,12.215000000032887,4.3840000000054715,small_ctx1024_train_step_fp32
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,,2,1.9349999999831198,0,1.9349999999831198,0,small_ctx1024_train_step_fp32
cudaPeekAtLastError,,8,0.4609999999811407,0,0.4609999999811407,0,small_ctx1024_train_step_fp32
optimizer,optimizer,2,70375.429,15752.85900000036,3621.998999999858,0.0,small_ctx1024_train_step_fp32
aten::_to_copy,,2,27724.34699999998,1.5679999999993015,9.466999999945983,0.0,small_ctx1024_train_step_fp32
cudaStreamIsCapturing,,5,6.310000000004948,0,6.310000000004948,0,small_ctx1024_train_step_fp32
cudaStreamSynchronize,,4,27650.949000000022,0,27650.949000000022,0,small_ctx1024_train_step_fp32
"void at::native::vectorized_elementwise_kernel<2, at::native::BUnaryFunctor<long, long, long, at::native::remainder_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<long, long, long, at::native::remainder_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul>)",,2,0,4.575999999986379,0,4.575999999986379,small_ctx1024_train_step_fp32
"void at::native::vectorized_elementwise_kernel<2, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long> >, std::array<char*, 2ul>)",,2,0,2.592000000004191,0,2.592000000004191,small_ctx1024_train_step_fp32
"void at::native::vectorized_elementwise_kernel<2, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_trunc_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_trunc_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul>)",,2,0,4.3840000000054715,0,4.3840000000054715,small_ctx1024_train_step_fp32
"void at_cuda_detail::cub::DeviceRadixSortHistogramKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long>::Policy900, false, long, unsigned long long, at_cuda_detail::cub::detail::identity_decomposer_t>(unsigned long long*, long const*, unsigned long long, int, int, at_cuda_detail::cub::detail::identity_decomposer_t)",,2,0,4.9280000000144355,0,4.9280000000144355,small_ctx1024_train_step_fp32
"void at_cuda_detail::cub::DeviceRadixSortExclusiveSumKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long>::Policy900, unsigned long long>(unsigned long long*)",,2,0,2.8800000000046566,0,2.8800000000046566,small_ctx1024_train_step_fp32
"void at_cuda_detail::cub::DeviceRadixSortOnesweepKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long>::Policy900, false, long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long, int, int, at_cuda_detail::cub::detail::identity_decomposer_t>(int*, int*, unsigned long long*, unsigned long long const*, long*, long const*, at::cuda::cub::detail::OpaqueType<8>*, at::cuda::cub::detail::OpaqueType<8> const*, int, int, int, at_cuda_detail::cub::detail::identity_decomposer_t)",,4,0,27.424000000042724,0,27.424000000042724,small_ctx1024_train_step_fp32
"void (anonymous namespace)::indexing_backward_kernel<float, 4>(long const*, long const*, float const*, float*, long, long, long, long, bool)",,2,0,20.896000000007916,0,20.896000000007916,small_ctx1024_train_step_fp32
optimizer,optimizer,2,0,8826.28300000001,0,8826.28300000001,small_ctx1024_train_step_fp32
Memcpy HtoD (Pageable -> Device),,2,0,1.5679999999993015,0,1.5679999999993015,small_ctx1024_train_step_fp32
aten::lift_fresh,,2,0.5710000000108266,0,0.5710000000108266,0,small_ctx1024_train_step_fp32
aten::detach_,,2,3.5760000000154832,0,1.9090000000287546,0,small_ctx1024_train_step_fp32
detach_,,2,1.6669999999867287,0,1.6669999999867287,0,small_ctx1024_train_step_fp32
aten::sqrt,,224,1284.6510000000417,711.8709999999555,665.8799999999319,711.8709999999555,small_ctx1024_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",,224,0,711.8709999999555,0,711.8709999999555,small_ctx1024_train_step_fp32
aten::reciprocal,,2,17.250000000014552,3.1050000000104774,9.979999999995925,3.1050000000104774,small_ctx1024_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",,2,0,3.1050000000104774,0,3.1050000000104774,small_ctx1024_train_step_fp32
aten::lt,,2,22.976000000009662,3.7449999999807915,14.13300000000163,3.7449999999807915,small_ctx1024_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul>)",,2,0,3.7449999999807915,0,3.7449999999807915,small_ctx1024_train_step_fp32
aten::is_nonzero,,2,53.830000000001746,5.247999999977765,3.1019999999989523,0.0,small_ctx1024_train_step_fp32
aten::item,,2,50.728000000002794,5.247999999977765,6.505000000004657,0.0,small_ctx1024_train_step_fp32
aten::_local_scalar_dense,,2,44.22299999999814,5.247999999977765,11.301000000006752,5.247999999977765,small_ctx1024_train_step_fp32
Memcpy DtoH (Device -> Pinned),,2,0,5.247999999977765,0,5.247999999977765,small_ctx1024_train_step_fp32
aten::mul_,,222,1058.12000000017,1276.6650000000518,448.9010000000417,1276.6650000000518,small_ctx1024_train_step_fp32
Optimizer.step#AdamW.step,,2,32292.53,12055.865000000631,9143.653000000297,0.0,small_ctx1024_train_step_fp32
aten::sub_,,444,2170.332999999737,1640.2000000000116,961.1769999997923,1640.2000000000116,small_ctx1024_train_step_fp32
aten::_has_compatible_shallow_copy_type,,444,41.30400000013469,0,41.30400000013469,0,small_ctx1024_train_step_fp32
aten::zeros_like,,444,4373.039999999994,973.4770000001445,623.5970000002562,0.0,small_ctx1024_train_step_fp32
Optimizer.step#AdamW.step,,2,0,31928.261000000013,0,31928.261000000013,small_ctx1024_train_step_fp32
aten::square,,222,1701.4950000001554,753.6040000003122,120.5070000004489,0.0,small_ctx1024_train_step_fp32
cudaDeviceSynchronize,,3,17.43600000004517,0,17.43600000004517,0,small_ctx1024_train_step_fp32
profile/measure,profile/measure,1,90863.32299999999,26958.85300000041,1693.2489999999962,0.0,small_ctx1024_train_step_fp32
cudaEventRecordWithFlags,,2,10.213999999992666,0,10.213999999992666,0,small_ctx1024_train_step_fp32
cudaMalloc,,1,162.52599999999802,0,162.52599999999802,0,small_ctx1024_train_step_fp32
cudaEventQuery,,2,4.504000000015367,0,4.504000000015367,0,small_ctx1024_train_step_fp32
cudaEventElapsedTime,,1,1.5399999999790452,0,1.5399999999790452,0,small_ctx1024_train_step_fp32
profile/warmup,profile/warmup,1,143337.35400000002,30532.378999999746,3200.8980000000156,0.0,medium_ctx256_train_step_fp32
Optimizer.zero_grad#AdamW.zero_grad,,2,442.60999999998876,0,442.60999999998876,0,medium_ctx256_train_step_fp32
forward,forward,2,78032.25100000002,19036.682999999808,21885.31599999991,0.0,medium_ctx256_train_step_fp32
aten::index,,2,439.9670000000024,12.833000000001448,87.86500000001524,8.608000000001539,medium_ctx256_train_step_fp32
aten::as_strided,,9524,3154.07199999917,0,3154.07199999917,0,medium_ctx256_train_step_fp32
aten::reshape,,3280,11178.527000000626,1934.822999999882,3468.7050000010663,0.0,medium_ctx256_train_step_fp32
aten::view,,3428,2882.4659999998426,0,2882.4659999998426,0,medium_ctx256_train_step_fp32
Activity Buffer Request,,2,1835.3260000000132,4.224999999999909,1835.3260000000132,4.224999999999909,medium_ctx256_train_step_fp32
cudaLaunchKernel,,14874,41871.62300000142,0,41871.62300000142,0,medium_ctx256_train_step_fp32
forward,forward,2,0,77581.587,0,77581.587,medium_ctx256_train_step_fp32
"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",,2,0,8.608000000001539,0,8.608000000001539,medium_ctx256_train_step_fp32
aten::to,,1466,274.87599999959184,1.5679999999847496,180.64999999961128,0.0,medium_ctx256_train_step_fp32
aten::pow,,1170,9669.859999999906,4893.450999999677,5530.489000000465,4629.194999999865,medium_ctx256_train_step_fp32
aten::result_type,,1170,120.38600000046972,0,120.38600000046972,0,medium_ctx256_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",,974,0,4511.789999999932,0,4511.789999999932,medium_ctx256_train_step_fp32
aten::mean,,100,1187.6000000000263,499.97100000006867,859.9080000000145,499.97100000006867,medium_ctx256_train_step_fp32
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",,100,0,499.97100000006867,0,499.97100000006867,medium_ctx256_train_step_fp32
aten::add,,1702,10509.880999999497,7536.322000000937,6220.059999998431,7536.322000000937,medium_ctx256_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",,538,0,1780.8890000002325,0,1780.8890000002325,medium_ctx256_train_step_fp32
aten::rsqrt,,98,853.8569999999859,136.44200000005685,572.7209999999668,136.44200000005685,medium_ctx256_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",,98,0,136.44200000005685,0,136.44200000005685,medium_ctx256_train_step_fp32
aten::mul,,4766,32227.88199999817,24092.775999998477,18201.344999998277,24092.775999998477,medium_ctx256_train_step_fp32
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",,1600,0,8577.33799999981,0,8577.33799999981,medium_ctx256_train_step_fp32
aten::einsum,,434,25231.07500000001,8335.922999999759,4793.900999999716,0.0,medium_ctx256_train_step_fp32
aten::unsqueeze,,1256,2613.453000000076,0,2219.3030000000767,0,medium_ctx256_train_step_fp32
aten::permute,,4916,9341.304000000782,0,7706.472000000922,0,medium_ctx256_train_step_fp32
aten::_reshape_alias,,530,715.6529999999193,0,715.6529999999193,0,medium_ctx256_train_step_fp32
aten::bmm,,1302,24063.56400000031,28682.651999999845,16590.255000000536,28682.651999999845,medium_ctx256_train_step_fp32
cudaFuncGetAttributes,,1644,2468.8849999996,0,2468.8849999996,0,medium_ctx256_train_step_fp32
cudaLaunchKernelExC,,822,2965.4130000000455,0,2965.4130000000455,0,medium_ctx256_train_step_fp32
sm90_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x128x32_warpgroupsize1x1x1_execute_segment_k_off_kernel__5x_cublas,,240,0,4266.3439999999555,0,4266.3439999999555,medium_ctx256_train_step_fp32
aten::unbind,,192,1161.4609999998725,0,514.3900000001572,0,medium_ctx256_train_step_fp32
aten::select,,384,647.0709999997152,0,513.9419999997613,0,medium_ctx256_train_step_fp32
aten::alias,,96,125.26900000002934,0,125.26900000002934,0,medium_ctx256_train_step_fp32
aten::sub,,148,1300.6389999998219,962.9450000001016,869.0269999999964,962.9450000001016,medium_ctx256_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",,3108,0,13415.599000000737,0,13415.599000000737,medium_ctx256_train_step_fp32
aten::concat,,96,1182.8239999999405,765.6569999999219,116.57799999991585,0.0,medium_ctx256_train_step_fp32
aten::cat,,192,1931.5320000000538,1347.799999999802,1270.8679999999194,1347.799999999802,medium_ctx256_train_step_fp32
"void at::native::(anonymous namespace)::CatArrayBatchedCopy<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 4, 64, 64>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 64, 64>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",,144,0,1181.559999999833,0,1181.559999999833,medium_ctx256_train_step_fp32
aten::arange,,100,1263.1969999998664,103.99199999955272,378.69299999983104,51.99599999977636,medium_ctx256_train_step_fp32
aten::empty,,686,1474.592999999797,0,1474.592999999797,0,medium_ctx256_train_step_fp32
aten::resize_,,146,336.75900000003185,0,336.75900000003185,0,medium_ctx256_train_step_fp32
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",,50,0,51.99599999977636,0,51.99599999977636,medium_ctx256_train_step_fp32
aten::ge,,48,484.6930000000111,136.02899999999954,327.1410000000087,136.02899999999954,medium_ctx256_train_step_fp32
"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<long> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<long> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<long> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<long> const&)::{lambda(int)#1})",,48,0,136.02899999999954,0,136.02899999999954,medium_ctx256_train_step_fp32
attention/scores,attention/scores,48,6080.889999999958,836.9629999998524,2643.3929999999664,0.0,medium_ctx256_train_step_fp32
cudaDeviceGetAttribute,,480,130.39200000005803,0,130.39200000005803,0,medium_ctx256_train_step_fp32
cuLaunchKernel,,480,1555.0670000001637,0,1555.0670000001637,0,medium_ctx256_train_step_fp32
attention/scores,attention/scores,48,0,1668.5159999999287,0,1668.5159999999287,medium_ctx256_train_step_fp32
void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_256x64_16x4_tn_align4>(cutlass_80_tensorop_s1688gemm_256x64_16x4_tn_align4::Params),,96,0,1036.8959999999706,0,1036.8959999999706,medium_ctx256_train_step_fp32
aten::div,,828,5981.634000000374,6655.081999999666,3618.936000000118,6655.081999999666,medium_ctx256_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",,96,0,665.7609999999577,0,665.7609999999577,medium_ctx256_train_step_fp32
attention/softmax,attention/softmax,48,6729.510999999933,3303.431000000216,2122.846999999928,0.0,medium_ctx256_train_step_fp32
aten::where,,192,4781.162000000128,2598.62099999988,1277.1520000001092,1241.725999999905,medium_ctx256_train_step_fp32
aten::scalar_tensor,,96,1144.8290000000216,115.1690000000699,263.87400000012985,0.0,medium_ctx256_train_step_fp32
aten::fill_,,1028,4532.664000001147,2928.2230000002264,1852.3630000007788,2928.2230000002264,medium_ctx256_train_step_fp32
attention/softmax,attention/softmax,48,0,5449.545000000012,0,5449.545000000012,medium_ctx256_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",,1028,0,2928.2230000002264,0,2928.2230000002264,medium_ctx256_train_step_fp32
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1})",,96,0,1241.725999999905,0,1241.725999999905,medium_ctx256_train_step_fp32
aten::max,,50,789.0049999999337,683.9380000000647,593.1509999999507,683.9380000000647,medium_ctx256_train_step_fp32
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, 4, 4>)",,50,0,683.9380000000647,0,683.9380000000647,medium_ctx256_train_step_fp32
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",,100,0,1319.450999999951,0,1319.450999999951,medium_ctx256_train_step_fp32
aten::exp,,50,540.9750000000358,374.97600000012153,382.96899999996276,374.97600000012153,medium_ctx256_train_step_fp32
"void at::native::vectorized_elementwise_kernel<4, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",,50,0,374.97600000012153,0,374.97600000012153,medium_ctx256_train_step_fp32
aten::sum,,784,8798.582999999979,5602.227000000607,5401.605999999895,5602.227000000607,medium_ctx256_train_step_fp32
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",,686,0,4264.460000000098,0,4264.460000000098,medium_ctx256_train_step_fp32
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",,192,0,3098.5680000001403,0,3098.5680000001403,medium_ctx256_train_step_fp32
attention/value,attention/value,48,5268.850000000067,685.3739999999789,1478.855000000115,0.0,medium_ctx256_train_step_fp32
aten::clone,,384,4764.939999999839,1934.822999999882,804.3200000000161,0.0,medium_ctx256_train_step_fp32
aten::empty_like,,1266,3655.1489999999994,0,1133.4910000005257,0,medium_ctx256_train_step_fp32
aten::copy_,,822,6009.249999999593,8896.969999999945,2703.6849999996502,8896.969999999945,medium_ctx256_train_step_fp32
attention/value,attention/value,48,0,1672.7369999999855,0,1672.7369999999855,medium_ctx256_train_step_fp32
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",,722,0,8631.146000000148,0,8631.146000000148,medium_ctx256_train_step_fp32
aten::_unsafe_view,,384,345.9249999999838,0,345.9249999999838,0,medium_ctx256_train_step_fp32
